Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,UNSD Geographical Grouping
Incident,2018,September,Sub-Saharan Africa (P),Mediterranean,Unknown,3.0,0,3,0,0,1,1,Drowning,Western Mediterranean,Uncategorized
Incident,2018,September,Western Asia,Western Asia,Syrian Arab Republic,1.0,0,1,0,21,0,1,Vehicle accident / death linked to hazardous transport,,Western Asia
Incident,2018,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2018,September,Sub-Saharan Africa (P),Western Africa,Unknown,3.0,0,3,0,0,0,0,Violence,,Western Africa
Incident,2018,September,Sub-Saharan Africa (P),Western Africa,Unknown,4.0,0,4,0,0,1,1,Violence,Sahara Desert crossing,Western Africa
Incident,2018,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2018,September,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,1,Vehicle accident / death linked to hazardous transport,,Eastern Africa
Incident,2018,September,Sub-Saharan Africa (P),Western Africa,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,Sahara Desert crossing,Western Africa
Incident,2018,September,Sub-Saharan Africa (P),Western Africa,Unknown,2.0,0,2,0,0,0,2,Mixed or unknown,Sahara Desert crossing,Western Africa
Incident,2018,September,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2018,September,Unknown,Mediterranean,Unknown,1.0,0,1,0,0,0,0,Drowning,Western Mediterranean,Uncategorized
Incident,2018,September,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,Central America
